Date;SPX;NVDA;UNH;BAC;GM;NFLX;MMM;WMT;XOM;NEE;PLD;NEM
15/09/23;4450.32;43.9;486.7;28.84;33.95;396.94;84494;54.88;116.7;68.64;123.18;40.33
14/09/23;4505.1;45581;483.6;29.2;33.66;400.49;85547;550833;118.52;69.28;124.33;39.52
13/09/23;4467.44;45485;479.84;28.88;33.66;412.24;84485;548533;116.44;68.43;121.24;39.26
12/09/23;4461.9;44.87;479.9;28.97;33.47;434.69;89594;54.84;117.49;67.73;121.98;38.82
11/09/23;4487.46;45178;479.38;28.48;32.62;445.36;90204;54.78;114.16;67.53;122.16;38.91
8/09/23;4457.49;45572;480.77;28.36;32.95;442.8;88825;54.59;115.61;66.83;122.48;38.73
7/09/23;4451.14;46241;484.81;28.13;32.57;443.14;88582;54.49;113.95;66.25;123.31;38.36
6/09/23;4465.48;47061;476.94;28.39;32.82;445.76;88933;538233;114.51;65.69;121.38;38.5
5/09/23;4496.83;48548;480.81;28.65;33.28;448.68;89335;534233;113.53;66.2;122.05;38.84
1/09/23;4515.77;48509;476.24;28.98;33.54;439.88;89418;538567;113.52;66.87;124.59;39.32
31/08/23;4507.66;49355;476.58;28.67;33.51;433.68;89184;542033;111.19;66.8;124.2;39.42
30/08/23;4514.87;49264;491.53;29.04;33.39;434.67;87328;537333;110.88;67.09;125.7;39.76
29/08/23;4497.63;48784;492.83;29.17;33.46;429.99;88264;53.35;109.81;67.51;125.1;39.52
28/08/23;4433.31;46835;491.28;28.76;33.12;418.06;87052;529067;109.16;68.02;124;39.04
25/08/23;4405.71;46018;489.12;28.5;32.95;416.03;82.73;526067;108.25;67.96;122.66;38.31
24/08/23;4376.31;47163;488.1;28.62;32.88;406.93;82353;522967;106.35;67.22;121.74;39.06
23/08/23;4436.01;47116;489.44;28.45;33.56;427.55;83315;52.7;107.15;67.89;123.07;39.19
22/08/23;4387.55;45668;492.34;28.44;32.93;413.17;82362;523367;108.1;67.52;121.02;38.6
21/08/23;4399.77;46967;497.68;29.15;33.27;408.29;82.93;525033;108.71;67.08;120.14;38.25
18/08/23;4369.71;43299;498.44;29.11;33.12;404.53;83616;526433;110.04;67.83;121.47;38.2
17/08/23;4370.36;433435;493.96;29.28;32.92;403;85112;518967;108.4;67.51;120.2;38.66
16/08/23;4404.33;43486;503.56;29.29;32.82;415.45;84268;530867;106.34;67.56;121.85;38.29
15/08/23;4437.86;43.94;506.69;29.94;33.3;423.7;84561;53.06;108.16;67.35;122.69;38.47
14/08/23;4489.72;43753;510.93;30.93;34.07;427.78;86467;533333;111.92;68.56;123.48;39.46
11/08/23;4464.05;40855;508.01;31.29;33.89;421.66;87412;537333;111.83;68.92;123.51;40.19
10/08/23;4468.83;42388;503.48;30.94;34.16;429.98;86868;53.42;110.12;68.29;122.16;39.84
9/08/23;4467.71;42554;502.11;30.86;36.26;428.9;86709;536367;109.56;68.92;122.6;39.91
8/08/23;4499.38;44664;505.86;31.27;36.84;438.3;87052;53.55;107.73;68.71;123.42;39.84
7/08/23;4518.44;454165;510.74;31.88;37.09;440.76;87.98;534967;107.2;68.64;124.43;40.48
4/08/23;4478.03;44.68;502.73;31.3;36.57;431.6;88214;52.78;107.42;69.17;122.24;40.87
3/08/23;4501.89;44515;504.86;31.41;36.92;431;89619;530867;107.12;70.1;123.81;40.44
2/08/23;4513.39;44269;504.8;31.19;37.39;429.7;91057;530733;105.29;71.91;123.68;40.66
1/08/23;4576.73;46507;504.74;31.62;38.12;438.62;92436;530367;106.62;72.17;124.18;41.71
31/07/23;4588.96;46729;506.37;32;38.37;438.97;93222;532867;107.24;73.3;124.75;42.92
28/07/23;4582.23;46.75;502.91;31.9;38.05;425.78;93.54;533033;104.16;72.85;123.65;42.42
27/07/23;4537.41;45.9;505.23;31.95;38.97;413.17;92963;530533;105.42;73.27;124.94;42.11
26/07/23;4566.75;45452;508;32.41;38.29;422.67;94175;532467;105.09;74.37;129.28;43.45
25/07/23;4567.46;45679;510.93;32.15;37.92;427.7;91826;530567;105.68;75.44;127.1;43.61
24/07/23;4554.64;44612;508.68;32.65;39.3;428.37;87178;53.1;105.52;75.5;127.01;43.23
21/07/23;4536.34;44309;506.53;31.98;38.55;427.5;87228;52.79;103.89;75.9;125.44;43.21
20/07/23;4534.87;45.52;504.24;31.69;39.26;437.42;87194;524933;103.41;74.1;123.76;42.45
19/07/23;4565.72;47077;503.7;31.53;39.23;477.59;86517;51.54;101.62;72.1;122.78;45.18
18/07/23;4554.98;47494;500;30.7;39.13;474.8;86124;515233;100.92;72.05;124;44.98
17/07/23;4522.79;46461;484.08;29.4;38.75;450.05;85029;516167;101.38;72.66;127.98;44.62
14/07/23;4505.42;45469;480.17;29.11;40;441.91;85.53;515533;100.94;73.2;127.75;44.98
13/07/23;4510.04;45977;447.75;29.67;40.5;450.38;85999;513767;104.54;73.71;126.95;45.47
12/07/23;4472.16;43902;451.7;29.36;40.41;444.05;84.92;51.68;106.49;73.47;125.24;45.21
11/07/23;4439.26;42405;462.89;29.02;39.97;440.21;85213;51.55;105.97;72.19;123.22;43.31
10/07/23;4409.53;42.18;463.05;28.66;39.64;441.71;81258;516267;104.69;71.71;121.81;42.61
7/07/23;4398.95;42503;461.58;28.53;39.61;438.1;81342;511633;103.16;72.05;121.99;42.24
6/07/23;4411.59;42103;469.36;28.28;39.46;438.84;80522;52.37;102.92;73.02;122.99;41.54
5/07/23;4446.82;42317;471.22;29.08;39.42;445.9;82462;527033;106.91;74.95;123.99;42.15
3/07/23;4455.59;42413;477.88;29.2;38.96;441.44;84561;527333;107.46;74.38;123.85;43.04
30/06/23;4450.38;42302;480.64;28.69;38.56;440.49;83683;523933;107.25;74.2;122.63;42.66
29/06/23;4396.44;40822;476.44;28.66;38.2;428.24;82972;514267;106.7;72.81;121.5;41.95
28/06/23;4376.86;41117;474.45;28.07;38.19;429.84;82412;517767;105.4;73.44;120.6;41.18
27/06/23;4378.41;41876;482.56;28.24;37.48;417.08;82153;514967;104.55;73.91;120.87;42.46
26/06/23;4328.82;40632;479.06;28.09;36.7;415.94;83.95;516833;104.29;74.29;119.01;42.75
23/06/23;4348.33;42209;477;27.75;36.18;424.02;84209;51.82;102.4;74.17;116.9;41.58
22/06/23;4381.89;43025;479.05;27.96;36.66;422.48;83967;519167;103.3;75.13;118.66;42.15
21/06/23;4365.69;43045;476.75;28.57;37.01;424.45;84837;514867;103.87;75.78;120.69;42.58
20/06/23;4388.71;43808;469.39;28.87;37.32;434.7;85.53;513867;102.72;74.76;120.84;43.1
16/06/23;4409.59;42692;458.49;29.19;37.96;431.96;87403;518433;105.13;75.59;122.63;43.83
15/06/23;4425.84;42653;465.89;29.37;38.03;445.27;86793;525767;105.89;74.36;121.72;42.7
14/06/23;4372.59;42997;459.86;29.12;37.36;440.86;85238;52.29;105.16;73.4;122.27;42.1
13/06/23;4369.01;41022;491.31;29.4;37.65;435.73;85898;517667;106.44;74.35;121.35;42.44
12/06/23;4338.93;39482;492.59;29.13;36.67;423.97;84661;513667;106.42;73.98;119.62;42.04
9/06/23;4298.86;38.77;493.62;29.27;36.23;420.02;83524;51.03;107.39;74.07;121.31;41.46
8/06/23;4293.93;38.51;490.23;29.23;35.85;409.37;84243;507233;108.19;74.9;124.91;42.04
7/06/23;4267.52;37475;482.13;29.48;36.22;399.77;84444;50;108.53;74.17;128.06;41.9
6/06/23;4283.85;38654;487.57;29.23;35.24;399.29;82178;499267;106.15;73.38;125.83;41.99
5/06/23;4273.79;39171;498.19;28.54;34.13;403.54;81919;499333;105.29;73.59;124.63;41.92
2/06/23;4282.37;39327;499.58;28.71;34.28;400.47;85723;496067;105.76;73.85;124.92;42.09
1/06/23;4221.02;39.77;493.63;27.78;33.02;403.13;78825;491367;103.36;72.96;122.64;42.47
31/05/23;4179.83;37834;487.24;27.79;32.41;395.23;78014;489567;102.18;73.46;124.55;40.55
30/05/23;4205.52;40111;479.85;28.26;33.36;392.98;80313;486867;104.04;72.69;124.31;40.4
26/05/23;4205.45;38946;481.52;28.31;33.29;378.88;81049;488067;104.97;73.92;124.95;40.68
25/05/23;4151.28;37.98;477.7;28.17;32.41;359;81141;48.72;105.66;73.39;121.98;40.64
24/05/23;4115.24;30538;480.83;28.1;32.28;364.85;81091;49.21;107.59;74.24;121.02;41.81
23/05/23;4145.58;30688;479.44;28.58;33.42;355.99;84193;494367;106.4;74.16;123.54;42.49
22/05/23;4192.63;31176;480.62;28.34;32.86;363.01;85037;49.53;104.97;74.58;124.23;43.33
19/05/23;4191.98;31264;478.82;28.11;32.66;365.36;82797;49.97;106.26;74.48;123.06;43.66
18/05/23;4198.05;31678;479.23;28.47;32.9;371.29;83307;50.49;105.77;75.1;122.06;43.27
17/05/23;4158.77;30178;484.81;28.57;32.44;339.96;83758;498433;104.82;75.34;122.7;44.75
16/05/23;4109.9;29213;479.72;27.36;31.54;333.75;81944;499267;102.52;75.84;121.25;45.12
15/05/23;4136.28;28953;486.86;27.65;32.37;335.89;84017;506267;105.07;77.54;125.28;47.09
12/05/23;4124.08;28.34;491.23;27.09;32.4;339.89;83833;510233;105.78;77.96;125.17;45.94
11/05/23;4130.62;28578;488.76;27.39;33.12;344.76;84.26;51.04;105.79;76.1;125.74;45.88
10/05/23;4137.64;28885;490.07;27.32;33.08;335.42;84.36;50.85;107.74;76.89;128.08;47.81
9/05/23;4119.17;28571;490.38;27.66;33.28;332.14;84276;509933;109.14;75.58;125.92;48.15
8/05/23;4138.12;29151;492.62;27.69;33.66;331.21;85564;509067;109.11;76.06;127.37;48.29
5/05/23;4136.25;28.68;494.28;27.71;33.26;322.76;86408;50.59;108.68;75.51;127.25;48.72
4/05/23;4061.22;27562;487.28;26.99;31.69;320.78;85146;501567;106.04;75.51;124.88;49.41
3/05/23;4090.75;27802;489.44;27.86;32.48;319.3;85974;502067;107.93;75.39;124.16;47.49
2/05/23;4119.58;28.21;493.39;28.16;33.08;317.55;86099;503933;110.1;75.94;122.48;48.06
1/05/23;4167.87;28.91;495.7;29.04;33.48;324.12;88499;50.53;114.67;76.8;122.4;46.93
28/04/23;4169.48;27749;492.09;29.28;33.04;329.93;88808;503233;118.34;76.63;125.25;47.4
27/04/23;4135.35;27226;490.47;28.89;32.72;325.85;88064;50.46;116.83;75.85;122.18;48.27
26/04/23;4055.99;26956;482.95;28.44;32.22;321.15;86049;503033;115.45;74.07;119.07;47.15
25/04/23;4071.63;26241;491.92;28.84;32.91;322.55;87261;505233;116.52;77.82;120.64;48.2
24/04/23;4137.04;27042;488.94;29.76;34.29;329.02;87838;50.92;118.2;79.04;123.19;48.02
21/04/23;4133.52;27119;483.82;29.87;33.55;327.98;87353;505767;116.01;78.99;123.58;47.62
20/04/23;4129.79;27104;487.46;29.9;33.54;325.35;87562;503233;115.64;78.75;123.25;47.88
19/04/23;4154.52;27931;486.2;30.06;34.58;323.12;88691;500033;116.57;78.94;125.16;48.26
18/04/23;4154.87;27667;504.48;30.56;35.33;333.7;88.85;49.95;116.94;78.3;123.71;48.86
17/04/23;4151.32;27002;505.35;30.37;35.14;332.72;89276;49.84;114.7;78.54;123.14;48.47
14/04/23;4137.64;26758;511.79;29.52;34.49;338.63;88432;494933;116.05;78.02;119.76;49.52
13/04/23;4146.22;26463;526.23;28.56;34.53;346.19;88749;49.83;115.77;78.85;121.92;51.02
12/04/23;4091.95;26495;521.19;28.48;34.62;331.03;87261;49.78;115.23;78.59;122.81;49.71
11/04/23;4108.94;27169;520.97;28.71;35.41;338.21;87.42;500233;115.35;78.34;122.67;49.92
10/04/23;4109.11;27579;515.18;27.94;35.73;338.99;85915;50.17;114.54;78.43;123.74;51.09
6/04/23;4105.02;27037;512.81;27.84;34.59;339.33;84912;502667;115.05;78.97;122.75;52.05
5/04/23;4090.38;26881;509.23;27.64;35.09;342.35;85522;49.89;116.99;78.33;122.27;52.07
4/04/23;4100.6;27453;493.25;27.98;35.74;346.75;85489;490767;115.02;77.16;124.08;51.35
3/04/23;4124.51;27965;494.19;28.59;36.27;348.28;87428;495633;116.13;76.67;123.77;49.47
31/03/23;4109.31;27777;472.59;28.6;36.68;345.48;87.88;49.15;109.66;77.08;124.77;49.02
30/03/23;4050.83;27383;470.06;28.3;35.99;338.43;85932;485567;109.49;76.59;121.92;48.84
29/03/23;4027.81;26984;466.59;28.67;35.7;332.03;86275;480767;108.96;76.11;119.88;48.34
28/03/23;3971.27;26.41;472.58;28.12;34.22;323.52;85062;47.87;107.12;75.24;116.65;48.66
27/03/23;3977.53;26531;481.9;28.49;34.45;327.66;84853;480567;105.8;75.44;117.06;48.21
24/03/23;3970.99;26779;475.99;27.14;33.71;328.39;84561;472667;103.53;75.69;117.03;48.55
23/03/23;3948.72;27191;469.91;26.97;33.74;320.37;84444;468833;103.41;73.81;114.15;47.79
22/03/23;3936.97;26468;475.52;27.64;34.05;293.9;84895;465067;104.59;74.13;114.12;46.64
21/03/23;4002.87;26199;480.1;28.59;35.1;305.79;87194;468067;107.04;75.36;118.36;46.6
20/03/23;3951.57;25.9;476.96;27.75;33.62;305.13;87211;469667;102.45;75.97;118.7;47.82
17/03/23;3916.64;25725;469.5;27.82;33.38;303.5;86132;464667;99.84;75.67;116.03;48.17
16/03/23;3960.28;25541;472.02;28.97;34.61;310.06;87127;460933;101.03;76.23;120.09;45.78
15/03/23;3891.93;24228;465.43;28.49;34.33;303.79;85932;465467;101.62;75.52;120.01;46.11
14/03/23;3919.29;24063;464.58;28.76;35.6;294.94;85932;460333;106.94;74.55;119.83;44.87
13/03/23;3855.76;22966;463.68;28.51;35.76;293.51;86534;45.79;106.54;73.29;118.37;45.12
10/03/23;3861.59;22965;460.33;30.27;36.52;292.76;87002;456567;107.78;73.01;116.98;42.16
9/03/23;3918.32;23436;464.91;30.54;37.82;297.78;88223;457233;109.13;73.76;121.3;41.74
8/03/23;3992.01;24181;470.6;32.56;39.76;311.79;89594;460333;109.98;74.25;125.06;42.16
7/03/23;3986.37;23288;473.88;33;39.74;308.47;89535;464167;111.61;73.75;123.82;42.5
6/03/23;4048.42;23554;480.78;34.09;40.45;312.03;91.91;468833;113.81;74.4;127.16;44.22
3/03/23;4045.64;23.89;478.56;34.16;41.01;315.18;93022;46.89;112.81;73.83;126.95;44.7
2/03/23;3981.35;23314;477.7;33.49;39.53;311.88;91885;468333;111.4;72.21;124.62;43.94
1/03/23;3951.39;22698;475.22;34.14;38.72;313.48;92144;467167;110.89;69.87;121.13;44.1
28/02/23;3970.15;23216;475.94;34.3;38.74;322.13;90079;473767;109.91;71.03;123.4;43.61
27/02/23;3982.24;23501;483.32;34.21;39.31;323.03;90522;471467;110.55;71.86;122.91;43.34
24/02/23;3970.04;23286;484.33;34.21;39.18;317.15;90129;47.49;110.75;72.92;121.38;43.54
23/02/23;4012.32;23664;491.69;34.26;39.25;323.65;91057;473633;110.74;72.87;124.01;44.26
22/02/23;3991.05;20754;488.89;34.29;40.89;334.88;91082;48.08;109.73;73.68;122.9;44.23
21/02/23;3997.34;20655;491.31;34.52;41.13;337.5;91341;49.11;111.17;73.66;123.48;45.17
17/02/23;4079.09;21388;499.08;35.35;43.17;347.96;94468;488133;111.28;76.07;125.32;45.42
16/02/23;4090.41;22002;487.35;35.28;43.1;350.71;93.64;48.09;115.73;75.69;125.79;45.85
15/02/23;4147.6;22764;491.25;35.56;42.95;361.42;95973;488567;116.07;76.94;127.53;46.3
14/02/23;4136.13;22971;492.83;35.62;42.43;359.96;95488;484967;116.42;76.03;127.73;47.01
13/02/23;4137.29;21788;495.35;35.65;42.02;358.57;96383;486367;117.8;75.62;129.29;48.3
10/02/23;4090.46;21265;494.25;35.58;41.35;347.36;95212;479067;119.17;74.74;128.09;47.98
9/02/23;4081.5;22337;485.73;35.72;41.63;362.5;94418;471733;114.35;73.27;128.04;47.58
8/02/23;4117.86;22205;483.22;36.5;41.57;366.83;96358;46.74;113.92;75.03;129.8;48.35
7/02/23;4164;22173;476.88;36.77;41.4;362.95;97737;469933;114.92;76.08;130.27;48.72
6/02/23;4111.08;21089;475.24;36.37;41.34;361.48;97403;468933;111.73;75.51;131.44;47.6
3/02/23;4136.48;21.1;472.02;36.43;41.13;365.9;98.23;472367;111.92;74.67;131.62;49.85
2/02/23;4179.76;21709;470.83;36.13;41.5;366.89;100571;478733;111.15;75.6;134.49;52.43
1/02/23;4119.21;20943;497;35.92;39.3;361.99;96868;482233;114.74;74.24;130.9;54.19
31/01/23;4076.6;19537;499.19;35.48;39.32;353.86;96216;479567;116.01;74.63;129.28;52.93
30/01/23;4017.77;19162;485.79;35.3;36.29;353.11;94125;473833;113.56;75.05;127.79;52.74
27/01/23;4070.56;20365;486.05;35.45;37.95;360.77;96358;477667;115.61;75.58;129.84;53.32
26/01/23;4060.43;19802;492.48;35.34;36.48;364.87;94936;474033;117.76;76.4;128.06;54.13
25/01/23;4016.22;19323;492.5;34.87;36.32;367.96;94418;474467;113.21;76.59;125.69;55.09
24/01/23;4016.95;19265;491.6;34.57;36.2;363.83;96149;476733;113.81;83.9;126.4;53.39
23/01/23;4019.81;19193;485.81;34.32;36.44;357.42;102.52;475467;112.76;82.67;126.07;53.63
20/01/23;3972.61;17839;486.72;33.85;35.35;342.5;100872;468467;113.35;81.82;122.82;53.34
19/01/23;3898.85;16765;484.36;33.23;35.73;315.78;99016;462767;111.32;82.59;121.29;52.47
18/01/23;3928.86;17377;476.24;33.72;36.44;326.33;102628;469467;110.61;83.8;122.65;51.53
17/01/23;3990.97;17702;485.08;34.52;36.61;326.22;105847;481367;112.93;85.74;121.42;52.47
13/01/23;3999.09;16899;489.57;35.23;36.51;332.82;108.28;48.43;113.15;84.68;121.9;54.35
12/01/23;3983.17;16511;495.67;34.47;38.33;330.13;108146;48.27;113.22;85.07;122.12;53.4
11/01/23;3969.61;16001;493.4;34.38;37.82;327.26;107954;48.71;111.37;85;120.95;52.46
10/01/23;3919.25;15909;486;34.12;37.11;327.54;107126;482867;110.09;84.54;116.05;53.15
9/01/23;3892.09;15628;490.06;33.89;35.92;315.17;106006;483167;108.47;84.07;116.06;52.22
6/01/23;3895.08;14859;490;34.41;35.91;315.55;105947;489267;110.53;83.65;116.65;52.69
5/01/23;3808.1;14265;489.96;34.07;35;309.7;102804;477567;109.21;82.63;112.85;51.21
4/01/23;3852.97;14749;504.5;34.14;34.69;309.41;104635;47.92;106.82;84.49;116.96;51.51
3/01/23;3824.14;14315;518.64;33.51;33.82;294.95;102394;478667;106.51;83.83;112.69;49.58
30/12/22;3839.5;14614;530.18;33.12;33.64;294.88;100262;472633;110.3;83.6;112.73;47.2
29/12/22;3849.28;14603;529.88;33.14;33.67;291.12;100806;473833;109.2;84.08;113.97;47.36
28/12/22;3783.22;14036;528.45;32.77;32.53;276.88;98899;470967;108.38;83.16;110.45;47.37
27/12/22;3829.25;14121;531.99;32.53;33.32;284.17;100513;479367;110.19;84;113.29;48.75
23/12/22;3844.82;15206;531.31;32.47;33.83;294965;100446;479233;108.68;84.17;113.62;47.85
22/12/22;3822.39;15339;527.09;32.39;33.53;297.75;101658;478267;105.88;83.34;113.27;47.5
21/12/22;3878.44;16501;527.54;32.68;35.9;297.96;103222;483933;108.06;84.65;113.94;47.32
20/12/22;3821.62;16085;520.21;32.19;35.2;288.19;101006;480167;106.69;83.52;112.18;47.62
19/12/22;3817.66;16254;523.6;32.06;35.42;288.3;102.11;47.6;105.17;83.52;112.07;45.6
16/12/22;3852.36;16571;523.7;31.7;36.15;290.71;101742;475833;104.7;84.14;112.24;46.14
15/12/22;3895.75;16952;527.68;31.77;37.62;290.41;102319;484533;105.44;85.81;118.59;45.57
14/12/22;3995.32;17674;538.36;32.28;38.36;317.83;105421;48.89;106.46;87.05;121.58;47.11
13/12/22;4019.65;18072;538.22;32.75;38.77;320.34;106424;491633;107.25;87.15;121.09;47.15
12/12/22;3990.56;17535;545.86;32.73;38.49;315.18;106056;49.34;106.09;86.55;118.03;46.4
9/12/22;3934.38;17001;539.2;32.38;38.28;320.01;105145;484367;103.54;84.51;116.32;46.4
8/12/22;3963.51;17169;547.92;32.44;38.2;310.26;105345;495933;104.42;85.76;117.6;47.12
7/12/22;3933.92;16.12;542.91;32.74;37.96;308.42;105638;497033;103.65;85.29;116;47.19
6/12/22;3941.26;15987;539.32;33;38.02;305.56;104158;499633;103.88;85.18;114.6;47.12
5/12/22;3998.84;16.61;535.04;34.47;38.79;312.59;104.2;50.55;106.85;85.15;114.26;47.47
2/12/22;4071.7;16876;536.16;36.08;39.9;320.41;106173;510733;109.86;85.2;116.94;48.67
1/12/22;4076.57;17135;536.91;36.55;40.43;316.95;105337;511233;110.8;84.83;117.1;48.57
30/11/22;4080.11;16923;547.76;37.85;40.56;305.53;105.32;508067;111.34;84.7;117.79;47.47
29/11/22;3957.63;15639;528;37;39.75;280.96;105454;50.99;110.54;82.49;113.81;45.76
28/11/22;3963.94;15827;532.27;36.86;39.38;281.17;104208;51.17;109.81;83.73;111.46;44.32
25/11/22;4026.12;16.27;537.62;37.7;40.46;285.54;107887;510233;113.21;85.34;116.39;45.85
23/11/22;4027.26;16519;529.71;37.61;40.11;291.5;107018;508067;113.61;84.92;115.53;46.25
22/11/22;4003.58;16038;523.09;37.49;39.97;286.69;107519;505633;114.18;84.11;115.78;46.13
21/11/22;3949.94;15317;517.19;37.31;39.52;285.05;106708;503833;110.97;83.6;114.95;45
18/11/22;3965.34;15409;530;37.19;39.77;287.98;105981;500767;112.08;83.2;114.56;45.13
17/11/22;3946.56;15677;515.31;37.17;38.64;295.28;106307;493333;113.06;82.35;112.31;44.67
16/11/22;3958.79;15.91;511.52;37.36;38.47;306.02;107636;49.5;112.91;84.32;113.65;45.49
15/11/22;3991.73;16666;503.01;37.7;40.24;310.2;109.71;491467;114.13;82.91;112.75;45.69
14/11/22;3957.25;16295;513.75;37.76;39.93;299.27;109551;46.13;113.37;81.66;112.5;46.29
11/11/22;3992.93;16327;522.08;38.41;41.12;290.13;111181;475267;113.95;83.31;116.13;46.53
10/11/22;3956.37;15.75;544.17;38.13;39.74;274.97;107979;474533;110.5;83.2;118.34;46.41
9/11/22;3748.57;13776;540.66;36.52;38.06;254.66;103531;46.49;108.9;78.2;108.79;43.33
8/11/22;3828.11;14602;553.05;37.11;39.05;263.46;104802;475967;114;78.27;109.75;43.75
7/11/22;3806.8;14301;545.02;37.01;39.39;258.6;104242;474833;113.64;77.29;108.93;41.32
4/11/22;3770.55;14156;538.17;36.79;39;260.79;104376;46.99;112.31;78.8;107.62;40.99
3/11/22;3719.89;13421;543.61;35.89;38.51;269.06;102712;469067;111.1;78.18;108.01;37.79
2/11/22;3759.69;13219;543.43;36.09;38.52;273;102.72;469167;109.61;77.28;106.74;39.53
1/11/22;3856.1;13543;547.31;36.2;39.35;286.75;104.76;47.23;111.91;77.71;108.55;41.71
31/10/22;3871.98;13497;555.15;36.04;39.25;291.88;105.17;474433;110.81;77.5;110.75;42.32
28/10/22;3901.06;13834;551.24;36.18;38.85;295.72;105847;475033;110.7;79.03;112.98;42.86
27/10/22;3807.3;13176;541.8;35.87;38.16;296.94;102.67;46.91;107.55;75.47;111.01;43.06
26/10/22;3830.6;12896;543.17;35.7;37.86;298.62;102586;470467;107.14;75.6;109.87;43.77
25/10/22;3859.11;13261;540.22;35.39;37.01;291.02;99075;46.69;105.88;75.86;108.33;42.72
24/10/22;3797.34;12599;541.6;35.07;35.72;282.45;98975;46.47;106.6;73.28;103.37;42.08
21/10/22;3752.75;12466;533.73;34.95;35;289.57;97662;45.6;105.86;71.65;103.08;42.37
20/10/22;3665.78;12194;520.88;33.7;33.44;268.16;94568;446967;103.93;70.64;102.46;41.14
19/10/22;3695.16;12051;520.32;33.92;33.63;272.38;95.48;445867;103.79;73.64;102.01;40.37
18/10/22;3719.98;11967;522.21;34.88;34.25;240.86;96943;447133;100.8;75.06;105.85;41.7
17/10/22;3677.95;11888;521.88;33.62;33.57;245.1;95195;43.79;100.62;73.65;105.23;41.31
14/10/22;3583.07;11227;513.13;31.7;32.89;230;95003;434767;99.19;71.77;99.53;40.74
13/10/22;3669.91;11.96;509.91;31.69;32.76;232.51;95.53;440933;101.87;73.09;102.52;41.62
12/10/22;3577.03;11.5;499.96;29.86;32.2;220.87;91.09;437233;98.43;72.75;100.43;41.91
11/10/22;3588.84;11586;499.81;29.77;32.09;214.29;90998;442233;98;76.03;100.63;41.82
10/10/22;3612.39;11.67;498.86;30.66;32.29;229.98;90681;431067;98.84;76.74;98.9;42.28
7/10/22;3639.66;12076;504.85;30.75;33.62;224.75;89895;428533;101.03;76.73;100.36;42.6
6/10/22;3744.52;13.13;519.13;31.46;34.63;240.02;92905;438933;102.06;78.91;101.92;44.89
5/10/22;3783.28;13209;527.07;31.92;34.84;236.73;96291;443067;99.12;81.77;105.44;43.9
4/10/22;3790.93;13167;523.17;32.38;35.8;240.74;96667;44.75;95.27;82.82;105.99;44.53
3/10/22;3678.43;12512;515.51;31.09;32.87;239.04;94.66;441767;91.92;81.19;104.36;43.71
30/09/22;3585.62;12139;505.04;30.2;32.09;235.44;92386;432333;87.31;78.41;101.6;42.03
29/09/22;3640.47;12.22;508.83;30.66;33.26;239.71;93891;440833;88.68;79.97;101.19;41.76
28/09/22;3719.04;12736;513.94;31.07;35.25;245.2;95547;44.37;88.86;82.37;103.93;42.19
27/09/22;3647.29;12413;508.37;30.57;34.71;224.36;93983;43.65;85.74;81.08;102.28;40.27
26/09/22;3655.04;12228;508.36;31.03;35.04;224.07;94476;43.77;83.98;81.15;104.16;40.59
23/09/22;3693.23;12516;513.61;31.73;35.48;226.41;94468;433533;85.75;82.52;108.6;41.25
22/09/22;3757.99;12561;517.46;32.5;37.38;237.05;95.43;444633;90.57;83.54;108.54;42.5
21/09/22;3789.93;13261;512.08;33.15;37.68;236.87;95.99;449233;90.95;83.97;108.55;42.4
20/09/22;3855.93;13176;522.8;34.17;39.06;242.85;97419;445167;92.44;85.69;110.93;42.8
19/09/22;3899.89;13382;523.55;34.69;41.39;243.63;97.52;447767;93.2;86.84;112.8;44.27
16/09/22;3873.33;13198;521.02;34.12;39.97;240.13;97495;443967;93.21;84.79;113.67;43.71
15/09/22;3901.35;12929;522.91;34.51;40.66;235.38;97336;44.49;94.83;86.01;116.22;42.4
14/09/22;3946.01;13128;509.77;33.87;40.62;224.12;98264;449733;97.67;88.88;121.08;42.93
13/09/22;3932.69;13131;513.96;34;40.53;218.13;100722;450733;95.33;88.86;125.08;43.03
12/09/22;4110.41;14505;531.25;35.27;42.05;236.53;103882;460233;97.61;90.81;130.2;43.95
9/09/22;4067.36;14387;524.34;34.94;41.29;233.57;102921;456133;96.5;89.9;129.63;43.17
8/09/22;4006.18;13.99;527.51;34.65;40.5;227.44;99719;454767;94.91;90.27;127.91;42.39
7/09/22;3979.87;13714;521.68;33.57;40.11;228.96;100789;452467;94.14;90.24;126.63;42.35
6/09/22;3908.19;13465;517.68;33.06;38.71;218.39;97486;441133;94.95;87.37;123.8;41.71
2/09/22;3924.26;13647;516.35;33.43;38.47;226.11;101709;443333;95.59;85.11;121.89;41.67
1/09/22;3966.85;13937;524;33.47;38.56;230.04;105036;448267;93.87;86.26;124.3;40.91
31/08/22;3955;15094;519.33;33.61;38.21;223.56;103966;441833;95.59;85.06;124.51;41.36
30/08/22;3986.16;15468;522.84;34.09;39.13;220.65;104392;44.16;96.31;85.7;125.65;42.2
29/08/22;4030.61;15801;529.77;33.9;39.51;224.57;105713;442933;100.12;87.02;127.29;42.81
26/08/22;4057.66;16.26;529.25;34.03;39.23;223.28;107971;438667;97.87;88.06;128.35;43.22
25/08/22;4199.12;17913;541.57;35.14;40.39;233.98;119358;45.29;99.09;89.39;132.78;45.14
