Date;SPX;NVDA;UNH;BAC;GM;NFLX;MMM;WMT;XOM;NEE;PLD;NEM
29/10/20;3310.11;13.024;303.68;23.54;34.89;504.21;132.501;46.64;32.97;74.01;100.18;60.34
28/10/20;3271.03;12.627;308;23.47;34.09;486.24;132.543;46.68;31.57;74.46;97.51;58.65
27/10/20;3390.68;133.968;320.51;23.85;34.89;488.93;134.633;476.233;32.82;75.78;99.14;61.65
26/10/20;3400.97;131.413;323.06;24.54;35.82;488.24;138.922;473.867;33.35;756.625;100.47;60.32
23/10/20;3465.39;135.903;330.6;24.9;36.83;488.28;141.966;47.95;34.16;757.675;103.24;60.47
22/10/20;3453.49;13.361;325.73;24.87;37.41;485.23;142.726;47.85;34.86;755.675;102.8;60.54
21/10/20;3435.56;135.248;322.79;24.05;35.77;489.05;141.439;481.333;33.16;74.42;102.65;61.48
20/10/20;3443.12;136.455;323.41;24.14;35.6;525.42;142.927;479.667;33.7;752.475;103.53;61.19
19/10/20;3426.92;134.978;324.22;23.72;33.35;530.72;141.757;47.65;33.42;748.875;103.02;61.71
16/10/20;3483.81;138.115;329.9;24.24;33.45;530.79;142.944;482.367;34.1;76.4;104.26;62.67
15/10/20;3483.34;13.97;324.57;24.15;32.59;541.94;141.364;481.767;34.45;74.615;104.98;63
14/10/20;3488.67;140.952;321.85;23.62;31.67;541.45;140.795;47.98;34.15;75.16;104.03;64
13/10/20;3511.93;142.483;331.42;24.95;31.87;554.09;139.315;487.433;34.22;753.675;106.63;62.76
12/10/20;3534.22;14.226;329.97;25.68;32.21;539.81;141.004;480.833;34.63;764.175;108.29;62.93
9/10/20;3477.13;137.628;327.84;25.36;32.16;539.44;141.547;475.933;34.74;757.275;106.91;62.82
8/10/20;3446.83;138.388;322.41;25.24;32.21;531.79;140.218;47.12;35.26;75.26;106.84;61.72
7/10/20;3419.45;13.964;323.17;24.88;31.62;534.66;139.198;469.633;33.5;74.28;105.76;61.17
6/10/20;3360.95;137.365;314.45;24.37;30.4;505.87;135.636;468.767;33.39;72.57;104.48;60.82
5/10/20;3408.63;136.425;318.15;24.62;30.96;520.65;136.071;472.667;33.74;719.775;105.19;63.13
2/10/20;3348.44;130.623;311.98;24.21;30.46;503.06;134.073;468.333;32.98;702.925;104.22;62.29
1/10/20;3380.8;136.145;313.07;24.1;30.38;527.51;132.76;476.933;33.13;70.69;102.16;62.83
30/09/20;3363;135.305;311.77;24.09;29.59;500.03;133.922;466.367;34.33;69.39;100.62;63.45
29/09/20;3335.47;132.258;304.15;23.77;28.74;493.48;133.613;457.133;34.28;70.78;99.61;62.77
28/09/20;3351.6;13.035;303.23;24.09;29.44;490.65;135.16;45.75;35.31;71.035;100.03;62.13
25/09/20;3298.46;128.738;302.5;23.49;29;482.88;133.998;457.567;34.64;70.455;97.67;61.42
24/09/20;3246.59;12.348;292.66;23.34;29.11;473.08;134.123;455.667;34.32;69.385;95.36;61.44
23/09/20;3236.92;121.238;292.14;23.26;29.34;470.61;133.362;45.33;34.39;683.275;95.3;60.22
22/09/20;3315.57;126.378;294.26;23.94;29.44;491.17;135.728;461.033;35.53;69.515;99.19;63.45
21/09/20;3281.06;125.173;299.19;24.47;30;487.35;134.909;45.69;36.43;69.05;96.55;63.67
18/09/20;3319.47;121.893;308.02;25.21;31.5;469.96;141.757;450.967;37.19;69.23;99.52;64.71
17/09/20;3357.01;124.635;304.98;25.35;31.92;470.2;144.123;455.633;37.8;69.88;101.1;66.32
16/09/20;3385.49;125.145;306.52;25.6;31.79;483.86;141.723;45.42;37.81;700.875;102.04;67.29
15/09/20;3401.2;12.991;307.23;25.28;31.58;495.99;139.265;457.867;36.27;73.925;102.73;67.55
14/09/20;3383.54;128.723;308.57;25.75;31.18;476.26;140.845;457.733;36.66;70.48;101.95;67.38
11/09/20;3340.97;121.645;301.48;25.5;30.46;482.03;138.931;455.667;36.9;695.375;100.21;66.22
10/09/20;3339.19;123.118;304.6;25.14;30.17;480.67;136.406;456.033;37;692.275;100.01;66.49
9/09/20;3398.96;12.715;312.02;25.51;31.95;500.19;138.538;46.63;37.95;705.925;100.98;68.17
8/09/20;3331.84;11.913;307.25;25.48;32.38;507.02;136.422;46.15;38.18;694.775;98.8;65.77
4/09/20;3426.96;126.225;312;26.54;30;516.05;138.596;47.61;39.08;69.33;100.76;65.35
3/09/20;3455.06;130.155;316.23;25.66;29.48;525.75;139.048;48.18;39.11;701.475;101.61;66.13
2/09/20;3580.84;143.465;320.24;26.02;30.96;552.84;141.723;492.267;39.19;72.065;104.58;67.53
1/09/20;3526.65;13.821;312.83;25.71;29.79;556.55;137.785;491.967;39.43;692.825;101.5;67.02
31/08/20;3500.31;133.745;312.55;25.74;29.63;529.56;136.297;462.833;39.94;697.925;101.86;67.28
28/08/20;3508.01;131.477;314.37;26.3;30.02;523.89;138.504;467.667;40.69;698.875;102.49;66.71
27/08/20;3484.55;126.283;311.67;26.05;29.69;526.27;137.183;455.433;39.74;69.72;101.9;64.76
26/08/20;3478.73;12.773;308.82;25.56;29.48;547.53;137.033;435.667;40.01;69.75;101.03;65.67
25/08/20;3443.62;12.75;312.22;26;29.69;490.58;136.364;435.433;40.88;703.275;101.98;64.86
24/08/20;3431.28;127.203;308.84;25.69;30.31;488.81;136.723;437.767;42.22;706.575;102;65.2
21/08/20;3397.16;126.835;314.14;24.98;28.56;492.31;135.202;438.767;41.01;706.025;103.04;65.57
20/08/20;3385.51;12.141;313.33;25.1;28.83;497.9;136.255;435.233;41.32;705.275;102.69;67.23
19/08/20;3374.85;121.385;315.4;25.5;29.22;484.53;137.091;441.367;41.96;70.585;101.74;65.98
18/08/20;3389.78;122.608;316.81;25.53;29.84;491.87;137.434;449.033;42.43;707.625;103.65;67.7
17/08/20;3381.99;12.337;320.51;25.9;30.01;482.35;137.71;45.2;42.64;707.475;104.21;68.35
14/08/20;3372.85;11.564;323.7;26.47;27.86;482.68;138.872;44.2;43.2;70.125;102.32;63.85
13/08/20;3373.43;11.443;321.52;26.35;27.55;481.33;138.671;43.95;43.01;71.1;102.64;64.11
12/08/20;3380.35;114.403;322.27;26.73;28.03;475.47;137.334;439.633;44.09;711.475;102.88;62.99
11/08/20;3333.69;10.85;315.55;26.92;28.52;466.93;136.598;43.4;44.97;694.475;100.51;62.87
10/08/20;3360.47;11.165;319.1;26.56;27.98;483.38;134.976;43.96;44.51;70.91;103.73;67.89
7/08/20;3351.28;111.995;317.03;26.11;26.72;494.73;132.376;433.233;43.44;71.945;105.07;68.91
6/08/20;3349.16;113.355;314.06;25.47;26.62;509.08;130.428;431.167;43.64;707.025;104.88;70.11
5/08/20;3327.77;112.868;312.47;25.39;26.33;502.11;129.884;43.27;43.85;70.945;104.9;70.37
4/08/20;3306.51;112.278;304.5;25.01;25.8;509.64;126.423;43.88;43.47;712.625;105.59;70.25
3/08/20;3294.61;110.103;303.61;24.99;25.64;498.62;125.754;43.1;42.25;693.975;104.98;68.15
31/07/20;3271.12;106.147;302.78;24.88;24.89;488.88;125.804;431.333;42.08;70.175;105.42;69.2
30/07/20;3246.22;10.614;305.23;24.84;25.2;485.8;127.184;433.733;41.87;70.585;105.19;65.66
29/07/20;3258.44;104.655;306.68;25.27;25.89;484.48;130.637;435.633;44.03;70.36;106.17;67.89
28/07/20;3218.44;102.155;299.93;24.36;26.33;488.51;129.868;43.92;43.55;70.01;102.54;68.59
27/07/20;3239.41;104.215;298.6;24.14;25.7;495.65;136.481;437.367;44.07;694.075;101.76;69.04
24/07/20;3215.63;101.945;300.79;24.35;26.25;480.45;133.638;437.467;43.43;700.625;99.91;66.75
23/07/20;3235.66;101.298;302.97;24.54;26.76;477.58;133.178;43.88;43.7;702.425;98.9;65.77
22/07/20;3276.02;104.388;306.71;24.31;26.3;489.82;132.693;44.22;43.61;70.105;98.38;65.47
21/07/20;3257.3;103.285;305.11;24.42;26.15;490.1;131.933;44.11;44.65;690.825;97.93;64.29
20/07/20;3251.84;105.108;303.46;23.58;26.01;502.41;130.737;438.233;42.5;685.825;94.73;64.19
17/07/20;3224.73;102.015;306.53;23.22;26.45;492.99;133.63;439.133;43.52;68.845;95.34;62.92
16/07/20;3215.57;101.348;307.15;23.93;26.85;527.39;134.19;440.667;44.28;67.095;92.1;61.55
15/07/20;3226.56;102.273;304.07;24.6;26.88;523.26;133.212;44;44.63;64.75;93.74;62.14
14/07/20;3197.52;10.377;308.52;24.14;25.64;524.88;132.551;440.033;44.07;656.375;93.38;61.77
13/07/20;3155.22;100.522;299.71;24.19;24.86;525.5;129.424;431.733;42.66;64.06;93.57;59.54
10/07/20;3185.04;104.793;291.23;24.02;24.39;548.73;127.794;43.56;42.65;64.9;94.82;61.88
9/07/20;3152.05;10.509;291.16;22.77;23.42;507.76;126.624;425.833;41.36;629.975;96.57;62.73
8/07/20;3169.94;10.216;298.36;23.1;24.94;502.78;129.24;41.48;43.14;633.175;95.76;63.43
7/07/20;3145.32;98.718;296.65;23.01;25.13;493.16;129.441;423.167;43.24;61.68;94.83;62.47
6/07/20;3179.72;98.393;302.81;23.66;25.73;493.81;132.183;39.63;44.39;61.74;95.56;61.18
2/07/20;3130.01;96.123;298.26;23.29;25.24;476.89;131.297;397.367;44.08;61.6;95.55;60.96
1/07/20;3115.86;9.53;297.73;23.26;24.96;485.64;129.951;398.967;43.71;61.565;95.15;61.36
30/06/20;3100.29;94.978;294.95;23.75;25.3;455.04;130.419;399.267;44.72;600.425;93.33;61.74
29/06/20;3053.24;9.2;289.76;23.39;25.3;447.24;130.068;396.867;44.32;59.56;91.17;59.54
26/06/20;3009.05;9.155;286.88;23.15;24.46;443.4;127.518;39.44;43.62;59.055;89.83;59.34
25/06/20;3083.76;9.49;296.22;24.72;25.23;465.91;129.316;399.033;45.17;59.79;91.47;58.59
24/06/20;3050.33;92.355;289.18;23.81;25.28;457.85;127.267;40.1;44.5;604.175;89.8;58.41
23/06/20;3131.29;9.45;297.6;24.79;26.25;466.26;131.966;403.567;46.7;608.025;91.45;58.91
22/06/20;3117.86;95.268;292.67;24.62;26.37;468.04;131.005;40.56;46.42;61.76;92.56;58.22
19/06/20;3097.74;92.613;291.24;25.25;26.59;453.72;132.225;39.95;45.98;605.525;91.87;56.92
18/06/20;3115.34;9.218;291.48;25.04;27.09;449.87;133.112;39.33;46.92;622.325;95.09;55.53
17/06/20;3113.49;9.236;292.6;25;27.16;447.77;133.12;396.767;46.63;62.25;96.7;55.58
16/06/20;3124.74;90.685;293;25.8;27.78;436.13;133.496;398.833;48.2;620.425;96.9;55.95
15/06/20;3066.59;91.738;286.28;25.15;27.77;425.5;131.874;39.36;47.14;621.425;94.39;56.85
12/06/20;3041.31;89.325;285.15;24.78;27.96;418.07;129.483;392.467;47.17;617.275;94.46;55.45
11/06/20;3002.1;87.963;283.73;23.93;26.5;425.56;127.401;40.03;46.18;620.825;90.91;56.04
10/06/20;3190.14;93.668;305.75;26.6;28.75;434.48;137.033;403.867;50.65;641.975;96.41;58.73
9/06/20;3207.18;9.046;309.21;28.22;29.86;434.05;139.374;40.45;53.52;646.675;97.33;57.17
8/06/20;3232.39;8.805;309.48;28.54;30.68;419.49;139.516;404.133;54.74;65.12;97.77;55.54
5/06/20;3193.93;8.92;311.85;28.11;30.61;419.6;139.967;40.52;53.08;63.595;95.71;54.76
4/06/20;3112.35;87.665;298.08;26.78;29.16;414.33;135.904;407.033;49.1;629.725;93.35;55.9
3/06/20;3122.87;87.695;305.35;25.99;29.07;421.97;134.784;411.567;49.24;64.895;97.32;56.02
2/06/20;3080.82;88.253;306.31;24.84;27.41;427.31;131.799;413.133;47.31;64.15;95.46;58.47
1/06/20;3055.73;88.063;305.93;24.61;26.94;425.92;130.077;41.32;46.28;639.125;93.7;60.49
29/05/20;3044.31;88.755;304.85;24.12;25.88;419.73;130.796;413.533;45.47;63.89;91.5;58.47
28/05/20;3029.73;8.487;303.97;24.86;26.68;413.44;131.113;41.23;45.04;62.84;93.05;58.72
27/05/20;3036.13;85.253;303.77;25.98;27.79;419.89;132.225;408.267;46.24;602.825;91.76;58.73
26/05/20;2991.77;87.177;294.89;24.28;27.4;414.77;127.15;412.867;45.91;585.775;90.02;59.21
22/05/20;2955.45;90.263;289.94;22.66;25.98;429.32;122.435;414.433;44.6;584.625;87.55;63.05
21/05/20;2948.51;87.753;286.91;22.9;25.8;436.25;121.908;416.633;44.56;57.225;86.4;63.48
20/05/20;2971.61;8.97;287.99;22.91;25.48;447.67;125.144;418.167;45.37;581.975;87.12;65.72
19/05/20;2922.94;88.055;289.05;22.21;24.69;451.04;124.057;41.65;43.94;57.625;84.68;67.38
18/05/20;2953.91;87.503;293.36;22.93;24.81;452.58;124.801;425.533;45.34;588.625;86.83;66.26
15/05/20;2863.7;84.908;290.96;21.44;22.63;454.19;115.955;41.98;42;569.625;83.28;67.9
14/05/20;2852.5;80.305;290.61;21.71;22.31;441.95;113.698;41.14;42.3;580.575;84.08;66.64
13/05/20;2820;7.78;278;20.87;21.46;438.27;113.807;412.367;41.93;57.53;82.84;63.89
12/05/20;2870.12;78.025;287.7;21.87;22.56;431.82;118.321;41.26;44.12;569.825;84.22;62.48
11/05/20;2930.32;80.655;288.69;22.58;22.8;440.52;121.841;412.233;45.74;56.845;88.88;62.95
8/05/20;2929.8;78.125;287;23.57;23.93;435.55;124.165;40.98;46.18;574.325;89.97;64.55
7/05/20;2881.19;76.218;285;22.84;22.44;436.53;121.85;40.63;44.24;56.12;88.07;64.56
6/05/20;2848.42;74.448;288.77;22.35;21.89;434.26;122.234;41.1;43.99;55.665;86.94;62.43
5/05/20;2868.44;73.435;293.04;22.66;21.26;424.68;123.263;415.767;44.83;57.525;87.74;64.91
4/05/20;2842.74;72.821;287.54;22.93;20.75;428.15;124.074;412.333;44.88;575.225;87.13;62.74
1/05/20;2830.71;70.695;284.51;23.08;20.9;415.27;124.241;409.733;43.14;567.625;86.85;60.99
30/04/20;2912.43;7.307;292.47;24.05;22.29;419.85;127.017;405.167;46.47;57.78;89.23;59.48
29/04/20;2939.51;74.615;287.65;24.78;23.78;411.89;130.645;41.2;47.46;587.825;90.16;62.35
28/04/20;2863.39;7.284;288.36;23.89;22.18;403.83;131.774;426.667;44.97;59.825;89.59;62.67
27/04/20;2878.48;7.427;293.98;23.47;22.45;421.38;128.463;427.667;43.94;60.9;91.84;62.61
24/04/20;2836.74;72.397;291.29;22.18;21.95;424.99;122.903;431.467;43.73;59.925;89.04;63.11
23/04/20;2797.8;71.003;285.33;21.87;21.52;426.7;120.671;428.433;43.45;60.285;86.75;62.44
22/04/20;2799.31;71.538;277.02;21.8;21.3;421.42;120.069;438.633;42.13;617.925;87.87;61.73
21/04/20;2736.56;67.378;274.19;21.64;21.24;433.83;118.413;43.07;40.96;58.855;89;59.27
20/04/20;2823.16;71.763;282.14;22.5;22.38;437.49;120.119;432.833;41.18;594.025;88.5;59.54
17/04/20;2874.56;7.308;290.56;23.28;22.48;422.96;122.452;44.04;43.22;61.565;90.22;59.23
16/04/20;2799.55;73.675;298.43;21.42;20.87;439.17;121.147;44.11;39.15;59.37;88.2;59.9
15/04/20;2783.36;7.021;281.68;22.19;21.66;426.75;121.365;42.92;40.48;59.305;86.54;58.22
14/04/20;2846.06;70.988;270.5;23.73;22.98;413.55;125.528;43;42.43;60.595;89.15;59.89
13/04/20;2761.63;67.463;263.51;23.92;23.01;396.72;122.401;417.667;42.76;590.525;86.41;59.77
9/04/20;2789.82;65.738;264.13;24.86;24.06;370.72;123.555;40.6;43.13;61.32;91.73;57.31
8/04/20;2749.98;66.738;267.83;23.45;23.13;371.12;124.567;406.133;43.85;58.375;86.18;50.53
7/04/20;2659.41;64.758;248.04;22.14;21.3;372.28;120.896;406.633;41.24;571.225;80.95;49.96
6/04/20;2663.68;6.71;248.34;21.39;19.55;379.96;117.636;420.233;40.47;586.275;80.23;50.11
3/04/20;2488.65;60.977;229.49;20.03;18.04;361.76;111.858;398.267;39.21;55.41;73.59;47.15
2/04/20;2526.9;63.868;240.44;20.57;18.19;370.08;115.303;39.55;40.4;566.125;75.51;48.23
1/04/20;2470.5;60.768;237.32;19.77;19.26;364.08;111.315;380.467;37.53;545.575;73.26;46.47
31/03/20;2584.59;6.59;249.38;21.23;20.78;375.5;114.133;378.733;37.97;60.155;80.37;45.28
30/03/20;2626.65;66.398;251.28;22.04;21.32;370.96;115.161;383.967;37.5;615.025;82.88;46.36
27/03/20;2541.47;63.183;242.45;21.6;21.38;357.12;111.399;365.267;36.95;579.875;79.17;46.35
26/03/20;2630.07;6.431;255.39;22.72;22.56;362.99;113.857;366.067;38.82;57.775;77.69;48.28
25/03/20;2475.56;61.405;234.49;21.1;21.49;342.39;109.977;364.667;37.29;525.675;72.19;47.54
24/03/20;2447.33;62.295;219.8;21.03;21.11;357.32;110.964;383.433;35.44;516.325;70.55;47.5
23/03/20;2237.4;53.172;194.86;18.08;17.6;360.27;98.548;380.933;31.45;45.415;63.37;41.66
20/03/20;2304.92;51.438;206.59;19.67;18.14;332.83;104.417;37.99;32.74;479.375;62.82;40.56
19/03/20;2409.39;53.243;219.8;21.2;17.71;332.03;114.969;398.167;34.43;51.775;63.91;41.74
18/03/20;2398.1;50.705;217.06;20.79;16.8;315.47;114.559;40.86;33.12;52.66;67.8;41.57
17/03/20;2529.19;54.318;244.22;21.98;20.32;319.75;112.402;397.533;36.81;55.44;70.69;45.8
16/03/20;2386.13;4.91;225.04;20.44;21;298.84;109.451;355.867;34.49;503.425;64.38;40.73
13/03/20;2711.02;6.021;272.04;24.16;24.71;336.295;118.455;380.333;38.12;55.39;77.82;39.5
12/03/20;2480.64;54.078;250.41;20.51;23.04;315.25;111.683;346.833;37.18;522.225;70.18;44.44
11/03/20;2741.38;61.617;277.78;22.67;26;349.92;123.104;381.433;41.98;60.315;73.69;46.02
10/03/20;2882.23;6.527;280;23.61;27.12;364.13;128.17;39.93;43.41;639.325;80.86;48.38
9/03/20;2746.56;6.136;273.44;21.93;24.69;346.49;120.445;390.533;41.86;65.32;77.77;47.78
6/03/20;2972.37;6.651;283.87;25.71;28.69;368.97;128.463;390.767;47.69;67.955;85.88;52.35
5/03/20;3023.94;68.323;282.96;26.78;30.1;372.78;126.59;38.64;50.11;69.04;89.71;52.08
4/03/20;3130.12;71.128;289.42;28.39;31.53;383.79;128.739;389.233;52.42;70.555;94.37;51
3/03/20;3003.37;66.473;261.4;27.75;30.52;368.77;121.432;376.367;51.3;662.875;89.39;49.73
2/03/20;3090.23;69.108;273.11;29.37;31.42;381.05;127.936;386.267;53.88;670.875;88.27;46.83
28/02/20;2954.22;67.518;254.96;28.5;30.5;369.03;124.776;358.933;51.44;63.19;84.28;44.63
27/02/20;2978.76;6.315;253.92;29.13;30.71;371.71;125.545;36.8;49.82;639.625;86.71;46.53
26/02/20;3116.39;66.912;263;30.63;32;379.24;124.542;379.267;53.01;673.675;91.26;49.4
25/02/20;3128.21;65.513;263.39;31.08;31.75;360.09;122.778;38.13;54.2;675.825;91.7;49.14
24/02/20;3225.89;6.832;277.79;32.73;33.09;368.7;127.543;387.733;56.36;68.485;95.98;50.26
21/02/20;3337.75;73.518;301.43;34.36;34.65;380.07;131.205;395.267;59.13;693.975;99.23;49.44
20/02/20;3373.23;77.175;302.13;34.85;35.29;386;132.568;39.23;59.86;692.575;98.95;48.1
19/02/20;3386.15;78.675;305.31;34.72;34.92;386.19;133.22;392.267;60.34;686.675;97.77;46.17
18/02/20;3370.29;74.143;302.14;34.27;34.41;387.78;132.836;398.767;59.88;70.51;98.35;45.58
14/02/20;3380.16;72.448;298.78;34.85;34.76;380.4;134.616;392.967;60.65;69.63;97.55;44.07
13/02/20;3373.94;67.695;302.2;34.91;35.29;381.4;133.571;391.467;60.93;688.675;96.47;44.01
12/02/20;3379.45;68.135;303.48;34.92;35.49;380.01;136.949;386.167;61.27;67.565;96.79;43.89
11/02/20;3357.75;66.973;290.79;34.77;35.01;373.69;135.82;384.667;60.53;680.375;96.21;44.22
10/02/20;3352.09;65.743;287.03;34.69;34.25;371.07;133.897;384.167;59.96;67.935;94.66;44.42
7/02/20;3327.71;62.898;289.22;34.61;33.63;366.77;133.839;388.167;61.47;67.385;93.14;44.02
6/02/20;3345.78;63.561;292.46;34.67;34.33;366.95;136.188;38.77;61.88;670.825;93.11;44.39
5/02/20;3334.69;6.269;295.73;34.71;35.03;369.67;135.72;389.367;62.73;666.775;92.74;44.3
4/02/20;3297.59;61.783;280.84;33.62;34.37;369.01;131.464;384.233;59.97;66.135;93.42;44.23
3/02/20;3248.92;60.083;274.02;32.97;33.72;358;130.921;38.09;60.73;667.025;91.87;45.59
31/01/20;3225.52;59.108;272.45;32.83;33.39;345.09;132.652;381.633;62.12;67.05;92.88;45.06
30/01/20;3283.66;61.453;280.98;33.48;33.33;347.74;135.871;38.86;64.79;674.825;96.21;44.97
29/01/20;3273.4;61.385;282.9;33.01;33.6;343.16;135.444;38.63;64.11;66.44;96.5;44.62
28/01/20;3276.24;61.993;285.87;33.24;33.64;348.52;138.437;388.667;64.65;664.525;95.56;44.3
27/01/20;3243.63;6.005;284.09;32.85;33.41;342.88;146.84;38.62;64.74;66.685;94.99;44.56
24/01/20;3295.47;6.262;292.81;33.54;34.31;353.16;148.947;381.233;66.32;65.93;96.15;44.29
23/01/20;3325.54;63.215;299.46;34.12;34.88;349.6;148.604;386.033;66.77;65.02;95.7;43.7
22/01/20;3321.75;62.513;300.59;34.36;34.91;326;148.846;38.7;67.19;64.975;93.94;43.78
21/01/20;3320.79;61.985;300.53;34.26;34.99;338.11;149.983;38.53;67.58;642.225;95.57;43.71
17/01/20;3329.62;6.232;298.47;34.71;35.6;339.67;151.622;38.32;68.56;63.35;94.27;43.48
16/01/20;3316.81;62.233;300.74;34.72;35.55;338.62;151.338;386.333;68.82;630.675;93.35;43.82
15/01/20;3289.29;61.393;296.41;34.67;35.15;339.07;150.31;384.267;69.09;62.895;92.21;43.52
14/01/20;3283.15;6.182;288.24;35.32;35.15;338.69;151.639;387.267;69.2;619.325;90.63;42.83
13/01/20;3288.13;62.995;285.85;35.06;34.98;338.92;151.263;386.267;69.8;61.6;91.8;42.45
10/01/20;3265.35;6.108;295.13;34.74;34.65;329.05;150.886;387.933;69.14;608.875;89.44;42.27
9/01/20;3274.7;60.755;294.22;35.03;35.08;335.66;151.497;39.12;69.76;607.725;88.96;41.66
8/01/20;3253.05;60.095;295.9;34.97;34.65;339.26;151.02;38.72;69.23;60.3;88.95;42.08
7/01/20;3237.18;59.983;289.79;34.62;35.15;330.75;148.738;388.533;70.29;603.275;88.47;43.23
6/01/20;3246.28;59.265;291.55;34.85;35.84;335.83;149.34;392.167;70.87;60.38;89.04;43.26
3/01/20;3234.85;59.018;289.54;34.9;36.32;325.9;149.198;392.967;70.33;60.08;89.39;42.83
2/01/20;3257.85;59.978;292.5;35.64;37.38;329.81;150.494;396.467;70.9;59.655;88.4;43.22
31/12/19;3230.78;58.825;293.98;35.22;36.6;323.57;147.5;396.133;69.78;60.54;89.14;43.45
30/12/19;3221.29;5.808;293.85;35.15;36.44;323.31;147.007;39.8;69.48;603.225;88.86;43.75
27/12/19;3240.02;59.218;295.97;35.35;36.56;329.09;148.203;398.633;69.89;606.275;88.67;42.71
26/12/19;3239.91;59.798;295.65;35.52;36.48;332.63;147.642;39.84;70.13;60.49;88.41;42.69
24/12/19;3223.38;59.655;294.54;35.22;36.58;333.2;147.718;398.367;70.02;601.275;87.86;42.18
23/12/19;3224.01;59.705;295.09;35.17;36.77;333.1;149.214;396.767;70.29;59.695;87.6;41.77
20/12/19;3221.22;59.843;292.59;34.96;37.25;336.9;146.622;400.967;69.94;606.775;88.03;40.93
19/12/19;3205.37;58.865;294.62;34.95;37.26;332.22;143.93;400.267;69.39;601.625;87.31;40.88
18/12/19;3191.14;57.378;292.9;35.11;37.31;320.8;141.322;399.533;69.87;600.725;87.55;40.98
17/12/19;3192.52;57.073;290.47;35.04;36.31;315.48;142.074;404.267;69.68;59.955;87.31;40.47
16/12/19;3191.45;56.288;292.03;34.7;36.11;304.21;142.76;40.18;70;598.675;88.36;40.99
13/12/19;3168.8;55.998;285.48;34.44;35.65;298.5;141.121;400.967;69.23;592.375;88.54;41.29
12/12/19;3168.57;56.018;283.61;34.68;36.1;298.44;140.929;39.92;70.34;58.475;88.92;41.12
11/12/19;3141.63;54.335;280.5;33.64;35.24;298.93;141.079;396.667;68.96;58.945;89.8;40.9
10/12/19;3132.52;53.495;279.52;33.53;35.11;293.12;140.176;397.133;69.06;586.125;91.14;39.99
9/12/19;3135.96;53.043;277.54;33.51;35.38;302.5;141.991;397.867;69.66;585.675;91.38;39.72
6/12/19;3145.91;53.043;280.19;33.67;35.54;307.35;143.362;399.267;69.51;585.975;91.43;39.8
5/12/19;3117.43;52.185;282;33.09;35.31;302.86;137.426;395.533;68.41;58.64;91.35;40
4/12/19;3112.76;52.355;279.32;33.15;35.8;304.32;139.742;395.633;68.65;58.565;91.1;39.13
3/12/19;3093.2;51.915;276.9;32.84;35.53;306.16;138.095;395.567;67.88;580.575;90.73;39.38
2/12/19;3113.87;52.313;279.66;33.43;35.88;309.99;140.686;39.76;68.42;578.125;90.01;38.74
29/11/19;3140.98;54.185;279.87;33.32;36;314.66;141.94;396.967;68.13;58.455;91.55;38.4
27/11/19;3153.63;5.456;280.67;33.42;36.14;315.93;142.643;395.867;68.7;582.675;92.4;38.18
26/11/19;3140.52;5.425;281.4;33.35;35.91;312.49;141.489;39.73;68.74;58.73;92.33;38.14
25/11/19;3133.64;55.303;282.67;33.47;35.81;315.55;142.333;39.64;68.91;58.14;90.86;37.76
22/11/19;3110.29;52.723;276.84;33.18;35.33;310.48;140.126;397.867;69.37;58.345;90.56;38.09
21/11/19;3103.54;52.545;276.55;32.84;34.67;311.69;138.069;399.533;69.67;58.785;90.85;38.21
20/11/19;3108.46;52.795;275.56;32.69;35.28;305.16;140.268;39.71;68.03;58.805;91.55;38.47
19/11/19;3120.18;51.998;274.23;32.94;36.38;302.6;142.701;399.633;67.82;58.165;91.03;38.35
18/11/19;3122.03;5.307;272.93;32.96;36.62;302.57;142.584;400.833;68.52;58.04;89.89;38.06
15/11/19;3120.46;51.048;269.4;32.93;36.89;295.03;143.705;396.233;69.19;57.855;89.1;37.61
14/11/19;3096.63;52.448;255.83;32.7;36.8;289.62;142.91;402.167;68.5;574.675;89.12;37.54
13/11/19;3094.04;52.143;253.57;32.79;37.19;283.11;142.593;403.267;68.8;569.775;87.93;37.37
12/11/19;3091.84;52.403;255.25;33.09;38.59;292.01;142.835;397.067;69.37;55.805;86.63;36.9
11/11/19;3087.01;52.045;254.09;33.18;38.72;294.18;142.225;39.68;70.34;55.555;87.32;36.71
8/11/19;3093.08;51.945;256.97;33.26;38.67;291.57;144.766;398.133;70.77;55.52;87.07;36.61
7/11/19;3085.18;52.085;256.46;33.23;38.49;289.57;145.912;400.767;73.01;557.725;87.26;36.93
6/11/19;3076.78;51.907;250.52;32.79;38.42;288.59;145.477;398.333;71.49;568.725;87.57;37.65
5/11/19;3074.62;52.403;250.3;32.82;38.23;288.03;146.539;39.62;73.09;567.775;85.9;37.55
4/11/19;3078.27;52.625;251.25;32.4;38.39;292.86;146.23;39.19;71.67;57.4;87.77;38.89
1/11/19;3066.91;50.648;252.21;31.8;37.97;286.81;142.208;392.067;69.6;589.275;87.44;39.61
31/10/19;3037.56;50.255;252.7;31.27;37.16;287.41;137.944;390.867;67.57;59.585;87.76;39.73
30/10/19;3046.77;5.075;254.8;31.62;37.91;291.45;140.77;393.667;67.72;58.865;87.68;39.04
29/10/19;3036.89;5.073;252.29;32.07;38.21;281.21;141.138;39.05;68.44;58.15;86.65;38.84
